,rank,title,studio,lifetime_gross,theaters,opening,theaters,release_date,genre
5777,2,Rocky III,UA,"$125,049,125","1,317","$12,431,486",939,5/28/82,boxing
5778,3,Rocky,UA,"$117,235,147",-,n/a,-,11/21/76,boxing
5779,4,Creed,WB,"$109,767,581","3,502","$29,632,823","3,404",11/25/15,boxing
5780,5,Million Dollar Baby,WB,"$100,492,203","2,375","$179,953",8,12/15/04,boxing
5781,6,The Fighter,Par.,"$93,617,009","2,534","$300,010",4,12/10/10,boxing
5782,7,Real Steel,BV,"$85,468,508","3,440","$27,319,677","3,440",10/7/11,boxing
5783,8,Rocky II,UA,"$85,182,160",-,"$6,390,537",780,6/15/79,boxing
5784,9,Rocky Balboa,MGM,"$70,270,943","3,019","$12,158,168","3,017",12/20/06,boxing
5785,10,Cinderella Man,Uni.,"$61,649,911","2,820","$18,320,205","2,812",6/3/05,boxing
5786,11,Ali,Sony,"$58,203,105","2,521","$14,710,892","2,446",12/25/01,boxing
5787,12,Southpaw,Wein.,"$52,421,953","2,772","$16,701,294","2,772",7/24/15,boxing
5788,13,The Hurricane,Uni.,"$50,699,241","2,148","$384,640",11,12/29/99,boxing
5789,14,The Main Event,WB,"$42,800,000",-,n/a,-,6/22/79,boxing
5790,15,Rocky V,UA,"$40,946,358","2,106","$14,073,170","2,053",11/16/90,boxing
5791,16,The Champ,MGM,"$30,441,738",-,"$1,972,684",563,4/4/79,boxing
5792,17,Grudge Match,WB,"$29,807,260","2,856","$7,021,993","2,838",12/25/13,boxing
5793,18,Raging Bull,MGM,"$23,383,987",-,"$128,590",4,11/14/80,boxing
5794,19,Annapolis,BV,"$17,127,992","1,607","$7,681,171","1,605",1/27/06,boxing
5795,20,Undisputed,Mira.,"$12,764,657","1,117","$4,548,750","1,102",8/23/02,boxing
5796,21,Gladiator (1992),Col.,"$9,223,441","1,356","$3,305,189","1,295",3/6/92,boxing
5797,22,Play It to the Bone,BV,"$8,434,146","1,588","$3,366",1,12/25/99,boxing
5798,23,The Great White Hype,Fox,"$8,008,255","1,499","$3,349,481","1,496",5/3/96,boxing
5799,24,The Boxer,Uni.,"$5,980,578",523,"$86,097",3,12/31/97,boxing
5800,25,Against the Ropes,Par.,"$5,884,190","1,601","$3,038,546","1,601",2/20/04,boxing
5801,26,Diggstown,MGM,"$4,836,637",733,"$1,504,099",733,8/14/92,boxing
5802,27,Price of Glory,NL,"$3,440,228",807,"$1,611,833",802,3/31/00,boxing
5803,28,Resurrecting the Champ,YFG,"$3,172,573","1,605","$1,667,659","1,605",8/24/07,boxing
5804,29,The Power of One,WB,"$2,827,107",143,"$684,358",143,3/27/92,boxing
5805,30,When We Were Kings,Gram.,"$2,789,985",92,"$12,479",2,10/25/96,boxing
5806,31,Streets of Gold,Fox,"$2,546,238",797,"$1,279,498",797,11/14/86,boxing
5807,32,Tough Enough,Fox,"$2,433,722",538,"$725,117",538,3/25/83,boxing
5808,33,Carman the Champion,8X,"$1,765,751",232,"$769,080",232,3/2/01,boxing
5809,34,Girlfight,SGem,"$1,565,852",253,"$197,896",28,9/29/00,boxing
5810,35,Tyson,SPC,"$887,918",56,"$85,046",11,4/24/09,boxing
5811,36,Split Decisions,NCeV,"$695,822",405,"$423,303",405,11/11/88,boxing
5812,37,Mary Kom,Eros,"$621,300",139,"$370,277",139,9/5/14,boxing
5813,38,From Mexico with Love,RAtt.,"$548,787",279,"$334,340",279,10/9/09,boxing
5814,39,The Hammer,ICir,"$443,591",34,"$97,137",20,3/21/08,boxing
5815,40,Triumph of the Spirit,Triu,"$408,839",40,"$33,963",3,12/8/89,boxing
5816,41,Knockout,IA,"$169,503",110,"$88,000",110,2/4/00,boxing
5817,42,Before the Fall,Pict.,"$144,254",4,"$8,036",1,10/7/05,boxing
5818,43,Twentyfourseven,Oct.,"$91,805",17,"$5,522",1,4/15/98,boxing
5819,44,Saala Khadoos,UTV,"$76,931",70,"$76,931",70,1/29/16,boxing
5820,45,Strength and Honor,Slow,"$51,933",110,"$51,933",110,12/7/07,boxing
5821,46,On the Ropes,Wells,"$46,737",5,"$7,431",1,8/18/99,boxing
5822,47,Southpaw: The Francis Barrett Story,Shoot.,"$28,365",19,"$21,381",19,4/7/00,boxing
5823,48,Fighting Tommy Riley,Free,"$10,514",5,"$5,199",5,5/6/05,boxing
5824,49,I Am Ali,Focus,"$7,205",11,"$4,178",11,10/10/14,boxing
5825,NaN,Star Wars: The Force Awakens,BV,"$936,662,225","4,134","$247,966,675","4,134",12/18/15,3d
5826,2,Avatar,Fox,"$760,507,625","3,461","$77,025,481","3,452",12/18/09,3d
5827,3,Jurassic World,Uni.,"$652,270,625","4,291","$208,806,270","4,274",6/12/15,3d
5828,4,Marvel's The Avengers,BV,"$623,357,910","4,349","$207,438,708","4,349",5/4/12,3d
5829,5,Avengers: Age of Ultron,BV,"$459,005,868","4,276","$191,271,109","4,276",5/1/15,3d
5830,6,Toy Story 3,BV,"$415,004,880","4,028","$110,307,189","4,028",6/18/10,3d
5831,7,Iron Man 3,BV,"$409,013,994","4,253","$174,144,585","4,253",5/3/13,3d
5832,8,Captain America: Civil War,BV,"$405,933,164","4,226","$179,139,142","4,226",5/6/16,3d
5833,9,Finding Dory,BV,"$402,229,243","4,305","$135,060,273","4,305",6/17/16,3d
5834,10,Frozen,BV,"$400,738,009","3,742","$243,390",1,11/22/13,3d
5835,11,Harry Potter and the Deathly Hallows Part 2,WB,"$381,011,219","4,375","$169,189,427","4,375",7/15/11,3d
5836,12,Despicable Me 2,Uni.,"$368,061,265","4,003","$83,517,315","3,997",7/3/13,3d
5837,13,The Jungle Book (2016),BV,"$359,910,883","4,144","$103,261,464","4,028",4/15/16,3d
5838,14,Inside Out,BV,"$356,461,711","4,158","$90,440,272","3,946",6/19/15,3d
5839,15,Transformers: Dark of the Moon,P/DW,"$352,390,543","4,088","$97,852,865","4,088",6/29/11,3d
5840,16,Zootopia,BV,"$340,855,247","3,959","$75,063,401","3,827",3/4/16,3d
5841,17,Minions,Uni.,"$336,045,770","4,311","$115,718,405","4,301",7/10/15,3d
5842,18,Alice in Wonderland (2010),BV,"$334,191,110","3,739","$116,101,023","3,728",3/5/10,3d
5843,19,Guardians of the Galaxy,BV,"$333,176,600","4,088","$94,320,883","4,080",8/1/14,3d
5844,20,Batman v Superman: Dawn of Justice,WB,"$330,360,194","4,256","$166,007,347","4,242",3/25/16,3d
5845,21,The Hobbit: An Unexpected Journey,WB (NL),"$303,003,568","4,100","$84,617,303","4,045",12/14/12,3d
5846,22,Up,BV,"$293,004,164","3,886","$68,108,790","3,766",5/29/09,3d
5847,23,Man of Steel,WB,"$291,045,518","4,207","$116,619,362","4,207",6/14/13,3d
5848,24,Gravity,WB,"$274,092,705","3,820","$55,785,112","3,575",10/4/13,3d
5849,25,Monsters University,BV,"$268,492,764","4,004","$82,429,469","4,004",6/21/13,3d
5850,26,The Amazing Spider-Man,Sony,"$262,030,663","4,318","$62,004,688","4,318",7/3/12,3d
5851,27,Captain America: The Winter Soldier,BV,"$259,766,572","3,938","$95,023,721","3,938",4/4/14,3d
5852,28,The Hobbit: The Desolation of Smaug,WB (NL),"$258,366,855","3,928","$73,645,197","3,903",12/13/13,3d
5853,29,The LEGO Movie,WB,"$257,760,692","3,890","$69,050,279","3,775",2/7/14,3d
5854,30,The Hobbit: The Battle of the Five Armies,WB (NL),"$255,119,788","3,875","$54,724,334","3,875",12/17/14,3d
5855,31,Despicable Me,Uni.,"$251,513,985","3,602","$56,397,125","3,476",7/9/10,3d
5856,32,Transformers: Age of Extinction,Par.,"$245,439,076","4,233","$100,038,390","4,233",6/27/14,3d
5857,33,Maleficent,BV,"$241,410,378","3,948","$69,431,298","3,948",5/30/14,3d
5858,34,Pirates of the Caribbean: On Stranger Tides,BV,"$241,071,802","4,164","$90,151,958","4,155",5/20/11,3d
5859,35,Shrek Forever After,P/DW,"$238,736,787","4,386","$70,838,207","4,359",5/21/10,3d
5860,36,Brave,BV,"$237,283,207","4,164","$66,323,594","4,164",6/22/12,3d
5861,37,Oz The Great and Powerful,BV,"$234,911,825","3,912","$79,110,453","3,912",3/8/13,3d
5862,38,X-Men: Days of Future Past,Fox,"$233,921,534","4,001","$90,823,660","3,996",5/23/14,3d
5863,39,Star Trek Into Darkness,Par.,"$228,778,661","3,907","$70,165,559","3,868",5/16/13,3d
5864,40,The Martian,Fox,"$228,433,663","3,854","$54,308,575","3,831",10/2/15,3d
5865,41,Big Hero 6,BV,"$222,527,828","3,773","$56,215,889","3,761",11/7/14,3d
5866,42,How to Train Your Dragon,P/DW,"$217,581,231","4,060","$43,732,319","4,055",3/26/10,3d
5867,43,Madagascar 3: Europe's Most Wanted,P/DW,"$216,391,482","4,263","$60,316,738","4,258",6/8/12,3d
5868,44,Dr. Seuss' The Lorax,Uni.,"$214,030,500","3,769","$70,217,070","3,729",3/2/12,3d
5869,45,Dawn of the Planet of the Apes,Fox,"$208,545,589","3,969","$72,611,427","3,967",7/11/14,3d
5870,46,Thor: The Dark World,BV,"$206,362,140","3,841","$85,737,841","3,841",11/8/13,3d
5871,47,The Amazing Spider-Man 2,Sony,"$202,853,933","4,324","$91,608,337","4,324",5/2/14,3d
5872,48,World War Z,Par.,"$202,359,711","3,607","$66,411,834","3,607",6/21/13,3d
5873,49,Tangled,BV,"$200,821,936","3,603","$48,767,052","3,603",11/24/10,3d
5874,50,Godzilla (2014),WB,"$200,676,069","3,952","$93,188,384","3,952",5/16/14,3d
5875,51,Monsters Vs. Aliens,P/DW,"$198,351,526","4,136","$59,321,095","4,104",3/27/09,3d
5876,52,Ice Age: Dawn of the Dinosaurs,Fox,"$196,573,705","4,102","$41,690,382","4,099",7/1/09,3d
5877,53,Cars 2,BV,"$191,452,396","4,115","$66,135,507","4,115",6/24/11,3d
5878,54,Teenage Mutant Ninja Turtles (2014),Par.,"$191,204,754","3,980","$65,575,105","3,845",8/8/14,3d
5879,55,Wreck-It Ralph,BV,"$189,422,889","3,752","$49,038,712","3,752",11/2/12,3d
5880,56,The Croods,Fox,"$187,168,425","4,065","$43,639,736","4,046",3/22/13,3d
5881,57,The Polar Express,WB,"$183,373,735","3,650","$23,323,463","3,650",11/10/04,3d
5882,58,Thor,Par.,"$181,030,624","3,963","$65,723,338","3,955",5/6/11,3d
5883,59,Ant-Man,BV,"$180,202,163","3,868","$57,225,526","3,856",7/17/15,3d
5884,60,MIB 3,Sony,"$179,020,854","4,248","$54,592,779","4,248",5/25/12,3d
5885,61,Home (2015),Fox,"$177,397,510","3,801","$52,107,731","3,708",3/27/15,3d
5886,62,How to Train Your Dragon 2,Fox,"$177,002,924","4,268","$49,451,322","4,253",6/13/14,3d
5887,63,Captain America: The First Avenger,Par.,"$176,654,505","3,715","$65,058,524","3,715",7/22/11,3d
5888,64,Tron Legacy,BV,"$172,062,763","3,451","$44,026,211","3,451",12/17/10,3d
5889,65,Hotel Transylvania 2,Sony,"$169,700,110","3,768","$48,464,322","3,754",9/25/15,3d
5890,66,Kung Fu Panda 2,P/DW,"$165,249,063","3,952","$47,656,302","3,925",5/26/11,3d
5891,67,Clash of the Titans (2010),WB,"$163,214,888","3,802","$61,235,105","3,777",4/2/10,3d
5892,68,The SpongeBob Movie: Sponge Out of Water,Par.,"$162,994,032","3,680","$55,365,012","3,641",2/6/15,3d
5893,69,Ice Age: Continental Drift,Fox,"$161,321,843","3,886","$46,629,259","3,881",7/13/12,3d
5894,70,San Andreas,WB,"$155,190,832","3,812","$54,588,173","3,777",5/29/15,3d
5895,71,X-Men: Apocalypse,Fox,"$154,089,477","4,153","$65,769,562","4,150",5/27/16,3d
5896,72,Mad Max: Fury Road,WB,"$153,636,354","3,722","$45,428,128","3,702",5/15/15,3d
5897,73,Puss in Boots,P/DW,"$149,260,504","3,963","$34,077,439","3,952",10/28/11,3d
5898,74,Megamind,P/DW,"$148,415,853","3,949","$46,016,833","3,944",11/5/10,3d
5899,75,Hotel Transylvania,Sony,"$148,313,048","3,375","$42,522,194","3,349",9/28/12,3d
5900,76,The Great Gatsby (2013),WB,"$144,840,419","3,550","$50,085,185","3,535",5/10/13,3d
5901,77,Rio,Fox,"$143,619,809","3,842","$39,225,962","3,826",4/15/11,3d
5902,78,Kung Fu Panda 3,Fox,"$143,497,630","3,987","$41,282,042","3,955",1/29/16,3d
5903,79,The Smurfs,Sony,"$142,614,158","3,427","$35,611,637","3,395",7/29/11,3d
5904,80,A Christmas Carol (2009),BV,"$137,855,863","3,683","$30,051,075","3,683",11/6/09,3d
5905,81,Chicken Little,BV,"$135,386,665","3,658","$40,049,778","3,654",11/4/05,3d
5906,82,The Wolverine,Fox,"$132,556,852","3,924","$53,113,752","3,924",7/26/13,3d
5907,83,The Last Airbender,Par.,"$131,772,187","3,203","$40,325,019","3,169",7/1/10,3d
5908,84,Rio 2,Fox,"$131,538,435","3,975","$39,327,869","3,948",4/11/14,3d
5909,85,The Divergent Series: Insurgent,LG/S,"$130,179,072","3,875","$52,263,680","3,875",3/20/15,3d
5910,86,The Peanuts Movie,Fox,"$130,178,411","3,902","$44,213,073","3,897",11/6/15,3d
5911,87,Prometheus,Fox,"$126,477,084","3,442","$51,050,101","3,396",6/8/12,3d
5912,88,Life of Pi,Fox,"$124,987,023","2,946","$22,451,514","2,927",11/21/12,3d
5913,89,Cloudy with a Chance of Meatballs,Sony,"$124,870,275","3,119","$30,304,648","3,119",9/18/09,3d
5914,90,The Good Dinosaur,BV,"$123,087,120","3,749","$39,155,217","3,749",11/25/15,3d
5915,91,G.I. Joe: Retaliation,Par.,"$122,523,060","3,734","$40,501,814","3,719",3/28/13,3d
5916,92,Cloudy with a Chance of Meatballs 2,Sony,"$119,793,567","4,001","$34,017,930","4,001",9/27/13,3d
5917,93,G-Force,BV,"$119,436,770","3,697","$31,706,934","3,697",7/24/09,3d
5918,94,Jackass 3-D,Par.,"$117,229,692","3,139","$50,353,641","3,081",10/15/10,3d
5919,95,Green Lantern,WB,"$116,601,172","3,816","$53,174,303","3,816",6/17/11,3d
5920,96,Bolt,BV,"$114,053,579","3,654","$26,223,128","3,651",11/21/08,3d
5921,97,Spy Kids 3D: Game Over,Dim.,"$111,761,982","3,388","$33,417,739","3,344",7/25/03,3d
5922,98,Mr. Peabody & Sherman,Fox,"$111,506,430","3,951","$32,207,057","3,934",3/7/14,3d
5923,99,Epic,Fox,"$107,518,682","3,894","$33,531,068","3,882",5/24/13,3d
5924,100,300: Rise of An Empire,WB,"$106,580,051","3,490","$45,038,460","3,470",3/7/14,3d
5925,NaN,Alice in Wonderland (2010),BV,"$334,191,110","3,739","$116,101,023","3,728",3/5/10,mouseelements
5926,2,Harry Potter and the Prisoner of Azkaban,WB,"$249,541,069","3,855","$93,687,367","3,855",6/4/04,mouseelements
5927,3,Cinderella (2015),BV,"$201,151,353","3,848","$67,877,361","3,845",3/13/15,mouseelements
5928,4,Indiana Jones and the Last Crusade,Par.,"$197,171,806","2,327","$29,355,021","2,327",5/24/89,mouseelements
5929,5,Dr. Seuss' Horton Hears a Who!,Fox,"$154,529,439","3,961","$45,012,998","3,954",3/14/08,mouseelements
5930,6,The Chronicles of Narnia: Prince Caspian,BV,"$141,621,490","3,929","$55,034,805","3,929",5/16/08,mouseelements
5931,7,The Green Mile,WB,"$136,801,374","2,875","$18,017,152","2,875",12/10/99,mouseelements
5932,8,Chicken Run,DW,"$106,834,564","2,953","$17,506,162","2,491",6/23/00,mouseelements
5933,9,The Chronicles of Narnia: The Voyage of the Dawn Treader,Fox,"$104,386,950","3,555","$24,005,069","3,555",12/10/10,mouseelements
5934,10,The Muppets,BV,"$88,631,237","3,440","$29,239,026","3,440",11/23/11,mouseelements
5935,11,Road Trip,DW,"$68,540,777","2,654","$15,484,004","2,530",5/19/00,mouseelements
5936,12,Babe,Uni.,"$63,658,910","1,790","$8,742,545","1,591",8/4/95,mouseelements
5937,13,Fantasia 2000 (35mm & IMAX),BV,"$60,655,420","1,313","$2,290,525",54,1/1/00,mouseelements
5938,14,Muppet Treasure Island,BV,"$34,327,391","2,089","$7,906,689","2,070",2/16/96,mouseelements
5939,15,The Great Muppet Caper,Uni.,"$31,206,251",-,"$2,968,990",73,6/26/81,mouseelements
5940,16,The Muppet Christmas Carol,BV,"$27,281,507","2,084","$5,010,109","2,075",12/11/92,mouseelements
5941,17,The Muppets Take Manhattan,TriS,"$25,534,703","1,261","$4,416,022","1,261",7/13/84,mouseelements
5942,18,Babe: Pig in the City,Uni.,"$18,319,860","2,387","$6,162,640","2,384",11/27/98,mouseelements
5943,19,Muppets from Space,Sony,"$16,625,807","2,265","$4,826,049","2,265",7/14/99,mouseelements
5944,20,The Witches,WB,"$10,360,553",879,"$2,221,402",879,8/24/90,mouseelements
5945,21,Of Mice and Men,MGM,"$5,471,088",398,"$97,851",13,10/2/92,mouseelements
5946,22,The Nutcracker,WB,"$2,119,994",786,"$783,721",786,11/24/93,mouseelements
5947,23,The Nutcracker Prince,WB,"$1,781,694",906,"$908,999",906,11/21/90,mouseelements
5948,24,Nutcracker: The Motion Picture,Atl,"$781,727",597,"$351,633",597,11/26/86,mouseelements
5949,25,The Nutcracker in 3D,Free,"$195,459",115,"$65,944",42,11/24/10,mouseelements
5950,NaN,Pearl Harbor,BV,"$198,542,554","3,255","$59,078,912","3,214",5/25/01,hawaii
5951,2,Lilo & Stitch,BV,"$145,794,338","3,222","$35,260,212","3,191",6/21/02,hawaii
5952,3,50 First Dates,Sony,"$120,908,074","3,612","$39,852,237","3,591",2/13/04,hawaii
5953,4,The Descendants,FoxS,"$82,584,160","2,038","$1,190,096",29,11/16/11,hawaii
5954,5,Battleship,Uni.,"$65,422,625","3,702","$25,534,825","3,690",5/18/12,hawaii
5955,6,Forgetting Sarah Marshall,Uni.,"$63,172,463","2,872","$17,725,330","2,798",4/18/08,hawaii
5956,7,Soul Surfer,TriS,"$43,853,424","2,240","$10,601,862","2,214",4/8/11,hawaii
5957,8,Blue Crush,Uni.,"$40,390,647","3,015","$14,169,455","3,002",8/16/02,hawaii
5958,9,Black Widow,Fox,"$25,205,460",754,"$3,426,831",735,2/6/87,hawaii
5959,10,A Very Brady Sequel,Par.,"$21,440,752","2,147","$7,052,045","2,147",8/23/96,hawaii
5960,11,Aloha,Sony,"$21,067,116","2,815","$9,670,235","2,815",5/29/15,hawaii
5961,12,The Big Bounce,WB,"$6,489,476","2,304","$3,336,374","2,304",1/30/04,hawaii
5962,13,North Shore,Uni.,"$3,832,228",802,"$1,319,290",802,8/14/87,hawaii
5963,14,Picture Bride,Mira.,"$1,238,905",43,"$44,380",5,4/28/95,hawaii
5964,NaN,Air Force One,Sony,"$172,956,409","2,981","$37,132,505","2,919",7/25/97,hostage
5965,2,Argo,WB,"$136,025,503","3,247","$19,458,109","3,232",10/12/12,hostage
5966,3,Speed,Fox,"$121,248,145","2,169","$14,456,194","2,138",6/10/94,hostage
5967,4,Captain Phillips,Sony,"$107,100,855","3,143","$25,718,314","3,020",10/11/13,hostage
5968,5,Collateral,DW,"$101,005,703","3,205","$24,701,458","3,188",8/6/04,hostage
5969,6,Olympus Has Fallen,FD,"$98,925,640","3,106","$30,373,794","3,098",3/22/13,hostage
5970,7,Non-Stop,Uni.,"$92,168,600","3,183","$28,875,635","3,090",2/28/14,hostage
5971,8,Die Hard,Fox,"$83,008,852","1,713","$601,851",21,7/15/88,hostage
5972,9,White House Down,Sony,"$73,103,784","3,222","$24,852,258","3,222",6/28/13,hostage
5973,10,John Q.,NL,"$71,756,802","2,505","$20,275,194","2,466",2/15/02,hostage
5974,11,The Taking of Pelham 1 2 3,Sony,"$65,452,312","3,077","$23,373,102","3,074",6/12/09,hostage
5975,12,Misery,Col.,"$61,276,872","1,370","$10,076,834","1,244",11/30/90,hostage
5976,13,Prisoners,WB,"$61,002,302","3,290","$20,817,053","3,260",9/20/13,hostage
5977,14,The River Wild,Uni.,"$46,816,343","2,153","$10,214,450","2,074",9/30/94,hostage
5978,15,Phone Booth,Fox,"$46,566,212","2,489","$15,021,088","2,481",4/4/03,hostage
5979,16,The Negotiator,WB,"$44,547,681","2,436","$10,218,831","2,436",7/31/98,hostage
5980,17,Nothing to Lose,BV,"$44,480,039","1,888","$11,617,767","1,862",7/18/97,hostage
5981,18,Hostage,Mira.,"$34,639,939","2,183","$10,214,734","2,123",3/11/05,hostage
5982,19,Cadillac Man,Orion,"$27,627,310","1,878","$6,712,079","1,826",5/18/90,hostage
5983,20,From Dusk Till Dawn,Mira.,"$25,836,616","2,007","$10,240,805","2,004",1/19/96,hostage
5984,21,Saving Silverman,Sony,"$19,402,030","2,467","$7,411,852","2,467",2/9/01,hostage
5985,22,Toy Soldiers,TriS,"$15,073,942","1,358","$4,182,300","1,350",4/26/91,hostage
5986,23,Excess Baggage,Sony,"$14,515,490","2,211","$6,309,583","2,211",8/29/97,hostage
5987,24,Lockout,FD,"$14,326,864","2,335","$6,231,836","2,308",4/13/12,hostage
5988,25,The Ref,BV,"$11,439,193",861,"$3,044,097",701,3/9/94,hostage
5989,26,Mad City,WB,"$10,541,523","2,194","$4,649,742","2,194",11/7/97,hostage
5990,27,Getaway (2013),WB,"$10,501,938","2,135","$4,503,892","2,130",8/30/13,hostage
5991,28,Celtic Pride,BV,"$9,255,027","1,836","$3,809,248","1,832",4/19/96,hostage
5992,29,Runaway Train,Can.,"$7,683,620",965,"$2,601,480",965,12/6/85,hostage
5993,30,House Arrest,MGM,"$7,032,782","1,623","$2,275,808","1,623",8/16/96,hostage
5994,31,The Clearing,FoxS,"$5,763,875",449,"$472,781",56,7/2/04,hostage
5995,32,Airheads,Fox,"$5,751,882","1,229","$1,911,739","1,228",8/5/94,hostage
5996,33,Birthday Girl,Mira.,"$5,142,576","1,000","$2,370,809","1,000",2/1/02,hostage
5997,34,Held Up,Trim.,"$4,705,631",688,"$1,911,007",688,5/12/00,hostage
5998,35,A Life Less Ordinary,Fox,"$4,366,722","1,208","$2,007,279","1,207",10/24/97,hostage
5999,36,Desperate Hours (1990),MGM,"$2,742,912","1,033","$1,367,657","1,033",10/5/90,hostage
6000,37,Faithful,NL,"$2,104,439",803,"$967,956",803,4/5/96,hostage
6001,38,Suicide Kings,Art.,"$1,740,156",152,"$558,081",135,4/17/98,hostage
6002,39,Swimming with Sharks,Trim.,"$382,928",13,"$34,703",4,4/21/95,hostage
6003,40,Albino Alligator,Mira.,"$339,379",12,"$101,176",12,1/17/97,hostage
6004,41,Secuestro Express,Mira.,"$307,208",34,"$45,928",8,8/5/05,hostage
6005,42,Malevolence,PZR,"$127,287",10,"$13,445",2,9/10/04,hostage
6006,43,S.F.W.,Gram.,"$63,513",44,"$44,227",44,1/20/95,hostage
6007,44,Trespass (2011),MNE,"$24,094",10,"$16,816",10,10/14/11,hostage
6008,45,Cold Comes the Night,Gold.,"$16,971",21,"$11,603",21,1/10/14,hostage
6009,46,The 24th Day,Scre.,"$14,460",1,"$2,001",1,5/14/04,hostage
6010,47,ATM,IFC,"$3,010",2,"$2,034",2,4/6/12,hostage
6011,48,The Dark Hours,N/A,$423,1,$338,1,10/13/05,hostage
6012,NaN,Star Trek,Par.,"$257,730,019","4,053","$75,204,289","3,849",5/8/09,timetravel
6013,2,X-Men: Days of Future Past,Fox,"$233,921,534","4,001","$90,823,660","3,996",5/23/14,timetravel
6014,3,Austin Powers in Goldmember,NL,"$213,307,889","3,613","$73,071,188","3,613",7/26/02,timetravel
6015,4,Back to the Future,Uni.,"$210,609,762","1,550","$11,152,500","1,420",7/3/85,timetravel
6016,5,Austin Powers: The Spy Who Shagged Me,NL,"$206,040,086","3,314","$54,917,604","3,312",6/11/99,timetravel
6017,6,Terminator 2: Judgment Day,TriS,"$204,843,345","2,495","$31,765,506","2,274",7/3/91,timetravel
6018,7,MIB 3,Sony,"$179,020,854","4,248","$54,592,779","4,248",5/25/12,timetravel
6019,8,Terminator 3: Rise of the Machines,WB,"$150,371,112","3,504","$44,041,440","3,504",7/2/03,timetravel
6020,9,Back to the Future Part II,Uni.,"$118,450,002","2,107","$27,835,125","1,865",11/22/89,timetravel
6021,10,Mr. Peabody & Sherman,Fox,"$111,506,430","3,951","$32,207,057","3,934",3/7/14,timetravel
